iter	Logloss
193	0.3504356651
194	0.3500686019
195	0.3500290753
196	0.3499808946
197	0.349861831
198	0.3497764102
199	0.3497012101
200	0.3495846129
201	0.3493027735
202	0.3492609066
203	0.3492076463
204	0.3491698146
205	0.3491170135
206	0.3490279048
207	0.3488951899
208	0.3487585955
209	0.3486657603
210	0.3485950732
211	0.3485563186
212	0.3483695142
213	0.348294976
214	0.3480940563
215	0.3479268398
216	0.347857745
217	0.3478241783
218	0.3477226439
219	0.3472687898
220	0.3471969762
221	0.3470880253
222	0.3469386337
223	0.3468289806
224	0.3467953655
225	0.3466299074
226	0.3465324167
227	0.3464546777
228	0.346354909
229	0.3462496823
230	0.3461223187
231	0.345986361
232	0.3459495579
233	0.3458309903
234	0.3456819993
235	0.3456370532
236	0.345524944
237	0.3454467329
238	0.3453843176
239	0.3452929063
240	0.3452629587
241	0.3452237183
242	0.3451492971
243	0.3450852963
244	0.3450473286
245	0.3449603176
246	0.344846738
247	0.3446988787
248	0.3446698142
249	0.3445468617
250	0.3444673161
251	0.3442915476
252	0.3442614837
253	0.3440656301
254	0.3439739577
255	0.3439157285
256	0.3438806198
257	0.3438277114
258	0.3437964698
259	0.3436402792
260	0.343407545
261	0.3433558133
262	0.3432952282
263	0.3432392521
264	0.3432125626
265	0.3431784918
266	0.3431172138
267	0.3430602853
268	0.3429489579
269	0.3428156077
270	0.3427433937
271	0.3426957664
272	0.3426012714
273	0.3425461321
274	0.3424807566
275	0.3421674838
276	0.3421282683
277	0.3421086179
278	0.3420835754
279	0.3420551432
280	0.3419558604
281	0.3419332809
282	0.3419013279
283	0.3418324866
284	0.3417836223
285	0.3417575017
286	0.341702884
287	0.3416671493
288	0.34149811
289	0.3414658473
290	0.3414055228
291	0.3413769846
292	0.3412595157
293	0.3412291951
294	0.341158254
295	0.3411226703
296	0.3410917158
297	0.3409679135
298	0.3408690387
299	0.3408065267
300	0.3406950727
301	0.3406676732
302	0.3405639164
303	0.34048876
304	0.3402611499
305	0.3401017519
306	0.3399983118
307	0.3398891028
308	0.3397884766
309	0.3397292683
310	0.3396432787
311	0.3395490929
312	0.3395156405
313	0.3395008454
314	0.3393183688
315	0.3392120033
316	0.3390229285
317	0.3388950264
318	0.3386570788
319	0.3385998032
320	0.3385629793
321	0.3384451763
322	0.3383604384
323	0.3382625007
324	0.3381809098
325	0.3380880476
326	0.3379674719
327	0.3379089829
328	0.3377869224
329	0.3377166156
330	0.3376271443
331	0.3375517064
332	0.3374417852
333	0.3373589363
334	0.337095111
335	0.3369827568
336	0.3368761648
337	0.3368524584
338	0.3368362386
339	0.3368132394
340	0.3367896666
341	0.3367235175
342	0.3366865712
343	0.3366451203
344	0.3366245938
345	0.336572626
346	0.3365419834
347	0.3365232268
348	0.3364838155
349	0.3364451112
350	0.3363846969
351	0.3363261276
352	0.3362771912
353	0.3362637318
354	0.3362300357
355	0.3360672612
356	0.3359936532
357	0.3359227339
358	0.3357925132
359	0.3355704259
360	0.3355271331
361	0.3354810047
362	0.3353043474
363	0.3352823416
364	0.3351594119
365	0.3351488533
366	0.335124332
367	0.3350705356
368	0.3349883723
369	0.3346880044
370	0.3346141784
371	0.3344161705
372	0.334368786
373	0.3342698618
374	0.3341235203
375	0.334073793
376	0.3339867906
377	0.3336316808
378	0.3335720631
379	0.3334456658
380	0.333357445
381	0.3331888825
382	0.3331445622
383	0.3331254906
384	0.3330755854
385	0.3330202085
386	0.3329423249
387	0.3328868576
388	0.332730084
389	0.3326944182
390	0.3326541531
391	0.3325479323
392	0.3325245206
393	0.3324255753
394	0.332355298
395	0.3323097692
396	0.3322773258
397	0.3322438082
398	0.3321872767
399	0.332152371
400	0.3320899841
401	0.3320356705
402	0.331921427
403	0.3318893413
404	0.3317902617
405	0.3317649688
406	0.3316956733
407	0.3315587253
408	0.3314953734
409	0.3314746983
410	0.3314572257
411	0.3314323592
412	0.3314118907
413	0.3313352374
414	0.3311969839
415	0.3311637658
416	0.3311540283
417	0.3311310036
418	0.3310718188
419	0.3310403478
420	0.3309700224
421	0.3308236775
422	0.3307866629
423	0.330734425
424	0.3306652484
425	0.3305909164
426	0.3305583755
427	0.3304813766
428	0.3304260377
429	0.3303992508
430	0.3303823712
431	0.3303486109
432	0.3302451748
433	0.3301612967
434	0.3301171637
435	0.3301068207
436	0.3300665732
437	0.3300342269
438	0.3299920541
439	0.3298130015
440	0.3295939654
441	0.3295604972
442	0.3294447146
443	0.329395451
444	0.3293658485
445	0.3293356565
446	0.3292224799
447	0.3290841678
448	0.3290754848
449	0.3289357689
450	0.3289177949
451	0.3289031048
452	0.3288791408
453	0.3288382093
454	0.3287855697
455	0.328650742
456	0.3285431337
457	0.3285096437
458	0.3284560486
459	0.3284186051
460	0.3283623254
461	0.3283379375
462	0.3283107473
463	0.3282016868
464	0.32817612
465	0.3281310626
466	0.3281186458
467	0.3280291442
468	0.3279990846
469	0.3279617188
470	0.3278018103
471	0.3277922653
472	0.3277176376
473	0.3277019458
474	0.3276039358
475	0.3275885328
476	0.3275220536
477	0.3274927072
478	0.3274793002
479	0.3274637176
480	0.3272027003
481	0.3271123548
482	0.3268967683
483	0.3268056835
484	0.326743814
485	0.3266858755
486	0.326635718
487	0.3264673702
488	0.3262706758
489	0.3260978931
490	0.3260455699
491	0.3259766488
492	0.3259372944
493	0.3258844173
494	0.3258499835
495	0.3258155817
496	0.3257892948
497	0.3257647092
498	0.3257414676
499	0.3257148457
500	0.3255929813
501	0.3255021088
502	0.3254573377
503	0.3254458687
504	0.3254282002
505	0.3253967237
506	0.3253749612
507	0.3253332297
508	0.3252699658
509	0.3252573819
510	0.3252411155
511	0.3251712269
512	0.3251589258
513	0.3250858291
514	0.3250647071
515	0.324933796
516	0.3248819269
517	0.3248741743
518	0.3248498654
519	0.3247176129
520	0.3246625816
521	0.3246342498
522	0.324590266
523	0.3245100712
524	0.3244241388
525	0.32430208
526	0.3242634801
527	0.3242437916
528	0.324222791
529	0.3242002199
530	0.3241809184
531	0.3241352862
532	0.3240021757
533	0.3239921286
534	0.323946553
535	0.3238783406
536	0.3237856716
537	0.3237061387
538	0.3236274196
539	0.3235325331
540	0.3235179544
541	0.3234977404
542	0.3234482572
543	0.3233967575
544	0.3233208405
545	0.3232238588
546	0.3231848394
547	0.323110205
548	0.3230879669
549	0.3230511047
550	0.3229591103
551	0.3228930407
552	0.3227448277
553	0.3225983068
554	0.322538601
555	0.3224383556
556	0.3223909033
557	0.3223721737
558	0.3223445306
559	0.3222819938
560	0.3222755451
561	0.322177902
562	0.3221312691
563	0.3221038594
564	0.3220868381
565	0.3220488264
566	0.3219307404
567	0.3219203838
568	0.3218875336
569	0.3218782365
570	0.3218236073
571	0.3217548048
572	0.3216991563
573	0.3215970284
574	0.3214962611
575	0.3214497519
576	0.3213896285
577	0.3213438942
578	0.3213240144
579	0.3212580289
580	0.3212236931
581	0.3211945675
582	0.3211755389
583	0.3211045019
584	0.3210403513
585	0.3209514082
586	0.3209232309
587	0.3209034335
588	0.3208772103
589	0.3208682155
590	0.3208421696
591	0.3208146216
592	0.3207678259
593	0.3207591066
594	0.3206825579
595	0.3206648305
596	0.3206422293
597	0.3206262701
598	0.3206204811
599	0.3205713274
600	0.3204978569
601	0.3204583874
602	0.3204281617
603	0.3203880219
604	0.3203725307
605	0.3203064505
606	0.3202724898
607	0.3202326592
608	0.3201360296
609	0.3201071173
610	0.3200789843
611	0.3200350606
612	0.3200292178
613	0.3199575145
614	0.3199359309
615	0.3199163462
616	0.3198041014
617	0.319729303
618	0.31969895
619	0.3196640756
620	0.319613169
621	0.3195463846
622	0.3195228038
623	0.3195057463
624	0.3194471445
625	0.3194380977
626	0.3193974264
627	0.3193818961
628	0.3193577203
629	0.3193366408
630	0.3193215806
631	0.3192756594
632	0.3191465299
633	0.3190759004
634	0.3189982706
635	0.3189672597
636	0.3189087546
637	0.3188824604
638	0.3188505334
639	0.3188278037
640	0.3188181261
641	0.3187855321
642	0.3187742342
643	0.3187288643
644	0.3186689316
645	0.318641562
646	0.3185553041
647	0.3184988067
648	0.3184511137
649	0.31842575
650	0.318411111
651	0.3183982684
652	0.3183250625
653	0.3182830068
654	0.3182694133
655	0.3182092377
656	0.3181560982
657	0.3181313693
658	0.3180889446
659	0.3180704848
660	0.3180573771
661	0.3180171359
662	0.3179954069
663	0.317990129
664	0.3179833643
665	0.3178802402
666	0.317859357
667	0.31781997
668	0.3177496286
669	0.3176710458
670	0.3176651025
671	0.3176481189
672	0.3176165916
673	0.3175917525
674	0.3175875429
675	0.3175692171
676	0.3175568377
677	0.3175143566
678	0.3174951515
679	0.3174623082
680	0.3174430802
681	0.3174286444
682	0.3173999351
683	0.3173589783
684	0.3173377916
685	0.3173302325
686	0.3172775199
687	0.3172292711
688	0.317127326
689	0.3170353895
690	0.3169274617
691	0.3168964914
692	0.3168722305
693	0.3168504753
694	0.3167832875
695	0.3167769027
696	0.3167703908
697	0.3167594889
698	0.3166800356
699	0.3166623055
700	0.3166029072
701	0.3165901529
702	0.316569006
703	0.3165378837
704	0.3164815097
705	0.316458457
706	0.3164300054
707	0.3163904564
708	0.3163464309
709	0.3162781969
710	0.3162221294
711	0.3161990234
712	0.3161481091
713	0.3160678584
714	0.3160087397
715	0.3159785724
716	0.3158759416
717	0.3158635474
718	0.3158206654
719	0.3157967664
720	0.3157841333
721	0.315688384
722	0.3156844824
723	0.3156438404
724	0.3156147913
725	0.3155803361
726	0.315566464
727	0.3155466891
728	0.3155220101
729	0.3155070759
730	0.315407137
731	0.3153413156
732	0.3152297897
733	0.3150813097
734	0.3149979012
735	0.3149092271
736	0.314828163
737	0.3147770149
738	0.3147296196
739	0.3146559923
740	0.314622141
741	0.3146023415
742	0.3145774959
743	0.3145501456
744	0.3144909116
745	0.3144711696
746	0.3144497131
747	0.3144297652
748	0.3144117803
749	0.3143970495
750	0.3143803205
751	0.3143585588
752	0.314311974
753	0.3142738926
754	0.3142592762
755	0.3142257641
756	0.3141775504
757	0.3141480573
758	0.3141336319
759	0.3141166361
760	0.3140754576
761	0.3140036918
762	0.3139409848
763	0.3139265376
764	0.3138176603
765	0.313776848
766	0.3137467039
767	0.3137064244
768	0.3136564899
769	0.313625994
770	0.3136198757
771	0.3135290012
772	0.3135255079
773	0.3134629909
774	0.3133889436
775	0.3133668031
776	0.313344525
777	0.3133352453
778	0.3132766424
779	0.3132514583
780	0.3132074113
781	0.3131848115
782	0.3131596799
783	0.3130651916
784	0.3130601799
785	0.3130315598
786	0.3129941404
787	0.3129567399
788	0.3129384502
789	0.3129288582
790	0.312776098
791	0.3127703253
792	0.3127481018
793	0.3127067374
794	0.3126575945
795	0.312624651
796	0.3126186524
797	0.3125969651
798	0.3125470879
799	0.3125208003
800	0.3125040078
801	0.3124867562
802	0.3124516638
803	0.3123868844
804	0.3123816327
805	0.3123668053
806	0.3122722424
807	0.312196257
808	0.3120794882
809	0.3120746243
810	0.3120242155
811	0.3120073336
812	0.3119081493
813	0.311832207
814	0.3117514181
815	0.3117326136
816	0.311721099
817	0.3116312588
818	0.3116134079
819	0.3115951692
820	0.311499615
821	0.3114530119
822	0.3114209177
823	0.3114072701
824	0.3113970778
825	0.311349094
826	0.3113127733
827	0.3112415123
828	0.3112070271
829	0.3111937401
830	0.3111868831
831	0.3111764175
832	0.3110597448
833	0.3110554698
834	0.3110212363
835	0.3110076509
836	0.3109350321
837	0.3109086511
838	0.310873561
839	0.3108490341
840	0.3108010343
841	0.3107856929
842	0.3107707959
843	0.3107006456
844	0.3106472974
845	0.3106331858
846	0.3105856774
847	0.3105605101
848	0.3105282384
849	0.3105117309
850	0.3104667666
851	0.3104545012
852	0.3104213237
853	0.3103932026
854	0.3103368539
855	0.3102375654
856	0.3102265704
857	0.310189144
858	0.3101786577
859	0.3101383482
860	0.3101150398
861	0.3100801535
862	0.3100465166
863	0.3100310671
864	0.3100264743
865	0.3099718081
866	0.3099522714
867	0.3099338941
868	0.3099118825
869	0.3098939316
870	0.3098350991
871	0.3098225049
872	0.3098126211
873	0.3097530637
874	0.3097293583
875	0.3097209855
876	0.3097093248
877	0.3096975413
878	0.3096917015
879	0.3096775861
880	0.3096112649
881	0.3095872822
882	0.3095556497
883	0.3094924099
884	0.3094487143
885	0.309425384
886	0.3093788065
887	0.3093597605
888	0.3093039203
889	0.3092034281
890	0.3091479005
891	0.3091210213
892	0.3090623102
893	0.3089887625
894	0.3089648988
895	0.3089250491
896	0.3088816762
897	0.3088271901
898	0.3087371857
899	0.3086962072
900	0.3086848082
901	0.3086563203
902	0.3086042927
903	0.3085945237
904	0.3085640815
905	0.3085220451
906	0.3084889826
907	0.3084673188
908	0.3084535777
909	0.3084422519
910	0.3084395132
911	0.3084132361
912	0.3083647793
913	0.3083075243
914	0.3082438072
915	0.3081580328
916	0.3081336114
917	0.3081162383
918	0.3080525971
919	0.3080100549
920	0.3079884142
921	0.3079503916
922	0.3079022119
923	0.3078899452
924	0.3078794643
925	0.3078689069
926	0.3077587608
927	0.3076294455
928	0.3075626029
929	0.3074858071
930	0.3074530844
931	0.3074383533
932	0.3074156666
933	0.3073513585
934	0.3073316723
935	0.3073210325
936	0.3072915562
937	0.3072490931
938	0.3072313616
939	0.307164866
940	0.3070820288
941	0.3070503984
942	0.3070373849
943	0.3070280427
944	0.307023282
945	0.307017052
946	0.3070019094
947	0.3069378963
948	0.3068913492
949	0.3068422566
950	0.3068222769
951	0.3068102652
952	0.3066911729
953	0.3066519852
954	0.3066384851
955	0.3066241563
956	0.3066093574
957	0.3065211803
958	0.3064746687
959	0.306448198
960	0.3064225829
961	0.3064073894
962	0.3063741251
963	0.3063595267
964	0.3063275546
965	0.3063150055
966	0.3063008854
967	0.3062698518
968	0.3062500482
969	0.3062388528
970	0.3062340645
971	0.3062007912
972	0.3061852884
973	0.30616556
974	0.3061572464
975	0.3061472208
976	0.3061295715
977	0.3061194562
978	0.3061075977
979	0.3060454507
980	0.3060193373
981	0.3060047356
982	0.3059753475
983	0.305928547
984	0.3057606796
985	0.305707586
986	0.3056514099
987	0.3056300101
988	0.305600924
989	0.3055752034
990	0.305561909
991	0.3055286862
992	0.3055075756
993	0.305483542
994	0.3054788335
995	0.3054638248
996	0.3054507673
997	0.3054193211
998	0.3054141415
999	0.3053403482
